
T = 0
1.29007,
1.08,
0.04,
0,
0.66,
0.8,
1.0012,
1.17206,
1.26,
0.5,
0.82,
0.16,
0.04,
0.36,
0.14,
0.44,
0.06,
0,
0.24231,
0.46,
0.731275,
0.5,
0.780964,
0,
0.24,
0.4,
0.14,
0.919484,
0.32,
0,
0,
0,
0.98,
0,
0.42,
0,
0.28,
0.412028,
0.42,
0.288131,
0.48,
0,
0,
0.12,
0,
0.32,
0.44,
1.1391,
0.88,
0.102766,
0.22,
0.339362,
0,
0.18,
0.18,
0.0738801,
0.485451,
0.68,
0,
1.00122,
1.06707,
1.24456,
0,
0.399395,
0.28,
0.4,
0,
1.18,
0.12,
0.82,
0.24,
0,
0.42,
0.76,
0.556242,
0.28,
0.12,
0.570522,
0.579995,
0.54,
0.609479,
0.640433,
0.28,
1.08626,
0.0347817,
0,
0,
0.2,
0.443481,
0.364247,
0.7,
0.90079,
0.18,
0,
0.38,
0.22,
0.24,
0.12,
0.74,
0,
0,
0.34,
0.38,
0,
0.52,
0.3,
0.3,
1.05347,
0.1,
0.268645,
0.64,
1.31738,
0,
0.0536898,
0.16,
0.14,
0.12,
0.185576,
0.13403,
0,
1.37292,
0.336202,
0.132856,
1.0056,
0.5,
0.773882,
0,
0,
0.08,
0.08,
0,
0.137304,
0,
0,
0.14,
0,
0.52,
0.65607,
0,
0,
0,
0,
0,
0.0808658,
0.76,
0,
1.16865,
1.05876,
0,
1.48,
0,
0.06,
0.602544,
0.14,
0,
0.36,
0,
0.84,
0.94,
0.74,
0.16,
0,
0,
0.38,
0.417142,
0.62,
0,
0.96,
0.48,
0.702864,
0,
0.22,
0.16,
0.283851,
0.52,
0.0491019,
1.12,
0.64,
0.66,
0.852249,
0.44,
0.2,
0.918503,
0.117661,
0.08,
0.04,
0.22,
0.84,
0.54,
0.376831,
1.17122,
0,
0.36,
0.32,
0.516066,
0.5,
0.84,
0,
1.04,
0.995403,
0.212529,
0.86,
0.34,
1.30338,
0.28,
0,
0.44,
0.717719,
0.3,
0.638883,
0.154736,
0.245458,
0.59602,
0,
0.26,
0.28,
0.08,
0,
0,
0.711139,
0.1,
0.768914,
0.46,
0.74,
0.773305,
0,
0.48,
0.5,
0.46,
0.46,
0,
0.38,
1.2,
0.126229,
0.829691,
0,
0.46,
0.658781,
0.93627,
0.48395,
0.22,
0.440597,
0.32,
0.42,
0.169924,
0.506836,
0.170393,
0.18,
0.28,
0.92751,
0.4,
0,
0.779895,
0.1,
0.32,
0.22,
0.54,
1.3975,
0,
0.18,
0,
0.52,
0.16,
0,
0.658176,
0,
0,
0.539132,
0.58,
0,
0,
0.255037,
1.31846,
0,
0.205979,
0.28,
0.06,
1.22,
0.22,
0.34,
0.82,
0.74,
0,
0.36,
1.26,
0.5,
1.35008,
0,
0.46,
1.04,
1.17223,
0,
1.01601,
0,
0.961609,

T = 0
0.84
0.340096
0.26
0.9
0.52
0.1
0.14
0.82
0.62
1.17963
1.29433
1.43351
0.1
0.44
0.18
0.18
0.32
0.319589
0.24
0.468951
0.689835
0.16
1.0705
0.52
1.38628
1.16189
0.06
0.48
0.16
0.12
1.24099
1.2
0.72
0.04
0.56
0.542373
0.561323
0.44
0.64
0.12
0.0553345
0.0195705
0.16
0.894076
0.12
0.7
0.58
0.2
0.0330867
1.31075
1.35295
0.4
1.20432
0.26
0.9
0.858913
0.16
0.211338
0.14
0.490816
0.16
0.22
0.24
1.42332
0.117469
0.16
1.11439
0.731257
0.18
0.264103
0.604907
1.04097
0.915672
0.357983
0.5
0.88
0.661664
0.19363
1.26071
0.38
0.02
0.52
0.0184577
0.105018
1.26
0.06
0.24
0.2
0.18
0.933576
0.62
0.84
0.18
0.64
0.14
0.4
0.280797
0.1
0.656058
0.16
0.46
0.16
0.04
0.2
0.94
0.74
0.2
0.58
0.919815
0.2
0.5
0.255351
0.9
0.12
1.15046
0.08
1.31956
0.443578
0.04
0.0433211
0.287148
0.562448
0.934345
0.65267
1.34
0.12
0.442168
0.82
0.0324451
0.430168
0.58
0.270569
0.2
0.16
0.343682
0.04
0.54
0.137214
0.958387
0.56
0.46
0.668796
0.218225
0.64
0.4
0.54
0.782634
0.24
0.24
0.96
0.34
1
1.29725
0.74
0.154642
0.06
0.82589
0.06
0.42
1.25039
0.32
0.14
0.701562
1.29007
1.08
0.04
0.66
0.8
1.0012
1.17206
1.26
0.5
0.82
0.16
0.04
0.36
0.14
0.44
0.06
0.24231
0.46
0.731275
0.5
0.780964
0.24
0.4
0.14
0.919484
0.32
0.98
0.42
0.28
0.412028
0.42
0.288131
0.48
0.12
0.32
0.44
1.1391
0.88
0.102766
0.22
0.339362
0.18
0.18
0.0738801
0.485451
0.68
1.00122
1.06707
1.24456
0.399395
0.28
0.4
1.18
0.12
0.82
0.24
0.42
0.76
0.556242
0.28
0.12
0.570522
0.579995
0.54
0.609479
0.640433
0.28
1.08626
0.0347817
0.2
0.443481
0.364247
0.7
0.90079
0.18
0.38
0.22
0.24
0.12
0.74
0.34
0.38
0.52
0.3
0.3
1.05347
0.1
0.268645
0.64
1.31738
0.0536898
0.16
0.14
0.12
0.185576
0.13403
1.37292
0.336202
0.132856
1.0056
0.5
0.773882
0.08
0.08
0.137304
0.14
0.52
0.65607
0.0808658
0.76
1.16865
1.05876
1.48
0.06
0.602544
0.14
0.36
0.84
0.94
0.74
0.16
0.38
0.417142
0.62
0.96
0.48
0.702864
0.22
0.16
0.283851
0.52
0.0491019
1.12
0.64
0.66
0.852249
0.44
0.2
0.918503
0.117661
0.08
0.04
0.22
0.84
0.54
0.376831
1.17122
0.36
0.32
0.516066
0.5
0.84
1.04
0.995403
0.212529
0.86
0.34
1.30338
0.28
0.44
0.717719
0.3
0.638883
0.154736
0.245458
0.59602
0.26
0.28
0.08
0.711139
0.1
0.768914
0.46
0.74
0.773305
0.48
0.5
0.46
0.46
0.38
1.2
0.126229
0.829691
0.46
0.658781
0.93627
0.48395
0.22
0.440597
0.32
0.42
0.169924
0.506836
0.170393
0.18
0.28
0.92751
0.4
0.779895
0.1
0.32
0.22
0.54
1.3975
0.18
0.52
0.16
0.658176
0.539132
0.58
0.255037
1.31846
0.205979
0.28
0.06
1.22
0.22
0.34
0.82
0.74
0.36
1.26
0.5
1.35008
0.46
1.04
1.17223
1.01601
0.961609
